,id,original_title,popularity,release_date,title,vote_average,vote_count
332,7508,तारे ज़मीन पर,13.034,2007-12-21,Like Stars on Earth,8.0,846
333,360814,दंगल,15.809,2016-12-21,Dangal,8.0,705
334,11712,椿三十郎,9.658,1962-01-01,Sanjuro,8.0,430
335,1580,Rope,13.867,1948-03-11,Rope,8.0,2072
336,1092,The Third Man,10.764,1949-08-31,The Third Man,8.0,1386
337,1578,Raging Bull,15.109,1980-11-14,Raging Bull,8.0,3376
338,20875,Операция «Ы» и другие приключения Шурика,13.293,1965-08-16,Operation Y and Other Shurik's Adventures,8.0,204
339,523781,Words on Bathroom Walls,13.782,2020-08-21,Words on Bathroom Walls,8.0,417
340,18438,김씨 표류기,11.11,2009-05-14,Castaway on the Moon,8.0,525
341,527774,Raya and the Last Dragon,241.052,2021-03-03,Raya and the Last Dragon,8.0,5396
342,142061,"Batman: The Dark Knight Returns, Part 2",28.19,2013-01-03,"Batman: The Dark Knight Returns, Part 2",8.0,1146
343,560066,Scooby-Doo! and the Curse of the 13th Ghost,17.325,2019-02-05,Scooby-Doo! and the Curse of the 13th Ghost,8.0,205
344,29264,El ángel exterminador,7.918,1962-05-16,The Exterminating Angel,8.0,506
345,458302,Rémi sans famille,13.498,2018-12-12,"Remi, Nobody's Boy",8.0,345
346,20453,3 Idiots,43.731,2009-12-23,3 Idiots,8.0,1852
347,15383,L'Armée des ombres,8.691,1969-09-10,Army of Shadows,8.0,472
348,10238,Viskningar och rop,8.741,1972-12-21,Cries and Whispers,8.0,533
349,947,Lawrence of Arabia,25.316,1962-12-11,Lawrence of Arabia,8.0,2324
350,594634,Dem Horizont so nah,15.328,2019-10-10,Close to the Horizon,8.0,372
351,530915,1917,37.472,2019-12-25,1917,8.0,9843
352,455714,ฉลาดเกมส์โกง,12.22,2017-05-03,Bad Genius,8.0,632
353,627,Trainspotting,20.325,1996-02-23,Trainspotting,8.0,8219
354,405,La strada,8.659,1954-09-23,La Strada,8.0,798
355,489412,It's Such a Beautiful Day,6.67,2012-08-24,It's Such a Beautiful Day,8.0,205
356,38286,Tre uomini e una gamba,8.775,1997-12-27,Three Men and a Leg,8.0,1840
357,28971,Limelight,8.534,1952-10-23,Limelight,8.0,371
358,505262,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,173.873,2018-08-03,My Hero Academia: Two Heroes,8.0,767
359,20271,Divorzio all'italiana,8.122,1961-12-20,Divorce Italian Style,8.0,336
360,10515,天空の城ラピュタ,36.9,1986-08-02,Castle in the Sky,8.0,3214
361,17295,La battaglia di Algeri,6.749,1966-09-08,The Battle of Algiers,8.0,530
362,31411,The Cameraman,6.942,1928-09-10,The Cameraman,8.0,262
363,24,Kill Bill: Vol. 1,31.954,2003-10-10,Kill Bill: Vol. 1,8.0,14710
364,110,Trois couleurs : Rouge,13.942,1994-05-27,Three Colors: Red,8.0,1021
365,775,Le Voyage dans la Lune,12.464,1902-04-17,A Trip to the Moon,8.0,1325
366,779047,Us Again,6.71,2021-03-03,Us Again,8.0,235
367,10242,What Ever Happened to Baby Jane?,9.794,1962-10-12,What Ever Happened to Baby Jane?,8.0,792
368,234,Das Cabinet des Dr. Caligari,12.188,1920-02-27,The Cabinet of Dr. Caligari,8.0,1124
369,588228,The Tomorrow War,238.817,2021-07-02,The Tomorrow War,8.0,5537
370,862,Toy Story,255.748,1995-10-30,Toy Story,8.0,15515
371,149,アキラ,37.778,1988-07-16,Akira,8.0,3124
372,70,Million Dollar Baby,23.754,2004-12-15,Million Dollar Baby,8.0,8016
373,414419,Kill Bill: The Whole Bloody Affair,16.23,2011-03-27,Kill Bill: The Whole Bloody Affair,8.0,760
374,76,Before Sunrise,18.904,1995-01-27,Before Sunrise,8.0,3185
375,20722,つみきのいえ,9.285,2008-06-10,La Maison en Petits Cubes,8.0,365
376,10404,大红灯笼高高挂,11.014,1991-12-18,Raise the Red Lantern,8.0,528
377,49964,خانه‌ی دوست کجاست؟,8.171,1987-07-01,Where Is My Friend's House?,8.0,206
378,556901,Teen Titans Go! vs. Teen Titans,31.28,2019-07-21,Teen Titans Go! vs. Teen Titans,8.0,383
379,3777,蜘蛛巣城,11.816,1957-01-15,Throne of Blood,8.0,596
380,640,Catch Me If You Can,45.777,2002-12-25,Catch Me If You Can,8.0,12627
381,21334,بچه‌های آسمان,24.042,1997-08-01,Children of Heaven,8.0,452
382,522212,Just Mercy,14.977,2019-12-25,Just Mercy,8.0,1735
383,11010,Il postino,9.104,1994-04-07,The Postman,8.0,923
384,7857,Amarcord,8.264,1973-12-13,Amarcord,8.0,852
385,76203,12 Years a Slave,27.993,2013-10-18,12 Years a Slave,7.9,9729
386,5925,The Great Escape,16.194,1963-06-20,The Great Escape,7.9,1998
387,552532,Charm City Kings,20.765,2020-01-27,Charm City Kings,7.9,294
388,152532,Dallas Buyers Club,17.425,2013-11-01,Dallas Buyers Club,7.9,7372
389,745,The Sixth Sense,37.977,1999-08-06,The Sixth Sense,7.9,9613
390,491480,The Boy Who Harnessed the Wind,27.914,2019-02-14,The Boy Who Harnessed the Wind,7.9,1289
391,316029,The Greatest Showman,31.985,2017-12-20,The Greatest Showman,7.9,8159
392,160885,Tel chi el telùn,4.545,1999-05-12,Tel chi el telùn,7.9,295
393,508943,Luca,336.093,2021-06-17,Luca,7.9,6387
394,14160,Up,119.136,2009-05-28,Up,7.9,17286
395,2011,Persepolis,11.305,2007-06-27,Persepolis,7.9,1543
396,548544,A Vida Invisível,7.279,2019-08-30,Invisible Life,7.9,243
397,9323,GHOST IN THE SHELL,27.191,1995-11-18,Ghost in the Shell,7.9,2564
398,3034,Young Frankenstein,16.765,1974-12-15,Young Frankenstein,7.9,2581
399,1646,Freedom Writers,28.722,2007-01-05,Freedom Writers,7.9,1800
400,223,Rebecca,14.445,1940-03-23,Rebecca,7.9,1317
401,48035,Ordet,10.67,1955-01-09,Ordet,7.9,264
402,3083,Mr. Smith Goes to Washington,7.834,1939-10-19,Mr. Smith Goes to Washington,7.9,796
403,32085,Vincent,7.401,1982-10-01,Vincent,7.9,705
404,334533,Captain Fantastic,30.298,2016-07-08,Captain Fantastic,7.9,5457
405,662,La Jetée,9.258,1962-02-16,La Jetée,7.9,665
406,43949,Flipped,30.416,2010-08-06,Flipped,7.9,2215
407,615453,哪吒之魔童降世,21.136,2019-07-26,Ne Zha,7.9,271
408,33,Unforgiven,22.199,1992-08-07,Unforgiven,7.9,3432
409,150540,Inside Out,110.994,2015-06-09,Inside Out,7.9,17940
410,10674,Mulan,153.398,1998-06-18,Mulan,7.9,8097
411,78,Blade Runner,39.063,1982-06-25,Blade Runner,7.9,11520
412,435129,The Breadwinner,9.121,2017-11-17,The Breadwinner,7.9,618
413,197,Braveheart,33.123,1995-03-14,Braveheart,7.9,8426
414,6977,No Country for Old Men,44.321,2007-06-13,No Country for Old Men,7.9,9768
415,8290,La Grande Vadrouille,12.516,1966-12-08,La Grande Vadrouille,7.9,1047
416,60243,جدایی نادر از سیمین,9.229,2011-03-15,A Separation,7.9,1340
417,829,Chinatown,22.452,1974-06-20,Chinatown,7.9,2983
418,183011,Justice League: The Flashpoint Paradox,43.279,2013-07-30,Justice League: The Flashpoint Paradox,7.9,1459
419,24167,La ciociara,7.009,1960-12-22,Two Women,7.9,417
420,85,Raiders of the Lost Ark,34.613,1981-06-12,Raiders of the Lost Ark,7.9,10142
421,329,Jurassic Park,121.877,1993-06-11,Jurassic Park,7.9,13635
422,367412,Whiplash,8.797,2013-01-18,Whiplash,7.9,254
423,81,風の谷のナウシカ,29.698,1984-03-11,Nausicaä of the Valley of the Wind,7.9,2712
424,613868,Primos,9.626,2019-12-10,Cousins,7.9,239
425,10386,The Iron Giant,67.665,1999-08-06,The Iron Giant,7.9,4552
426,331482,Little Women,58.181,2019-12-25,Little Women,7.9,4864
427,671,Harry Potter and the Philosopher's Stone,254.714,2001-11-16,Harry Potter and the Philosopher's Stone,7.9,22760
428,25364,Ace in the Hole,9.511,1951-06-29,Ace in the Hole,7.9,485
429,10728,Faust – Eine deutsche Volkssage,6.797,1926-10-13,Faust,7.9,254
430,16390,Scooby-Doo! and the Samurai Sword,14.351,2009-04-07,Scooby-Doo! and the Samurai Sword,7.9,203
431,7984,In the Name of the Father,10.099,1993-12-12,In the Name of the Father,7.9,1364
432,198,To Be or Not to Be,9.527,1942-03-05,To Be or Not to Be,7.9,506
433,679,Aliens,45.265,1986-07-18,Aliens,7.9,7738
434,3112,The Night of the Hunter,9.649,1955-08-26,The Night of the Hunter,7.9,1189
435,1892,Return of the Jedi,36.519,1983-05-25,Return of the Jedi,7.9,12869
436,946,Letter from an Unknown Woman,7.942,1948-04-28,Letter from an Unknown Woman,7.9,227
437,31442,Иваново детство,8.41,1962-05-09,Ivan's Childhood,7.9,512
438,369557,Sing Street,12.474,2016-03-11,Sing Street,7.9,1917
439,118340,Guardians of the Galaxy,59.111,2014-07-30,Guardians of the Galaxy,7.9,24547
440,3870,Novecento,9.899,1976-09-03,1900,7.9,485
441,194,Le Fabuleux Destin d'Amélie Poulain,23.992,2001-04-25,Amélie,7.9,9768
442,564427,Minha Vida em Marte,3.9,2018-12-27,Minha Vida em Marte,7.9,261
443,122906,About Time,36.398,2013-09-04,About Time,7.9,6960
444,47796,Mamma Roma,6.893,1962-09-22,Mamma Roma,7.9,296
445,1402,The Pursuit of Happyness,36.363,2006-12-14,The Pursuit of Happyness,7.9,8296
446,37797,耳をすませば,50.963,1995-07-15,Whisper of the Heart,7.9,1453
447,746957,Ahí te encargo,12.239,2020-10-02,You've Got This,7.9,253
448,2721,Z,9.718,1969-02-26,Z,7.9,313
449,804,Roman Holiday,16.871,1953-08-26,Roman Holiday,7.9,1580
450,301,Rio Bravo,18.316,1959-03-17,Rio Bravo,7.9,860
451,56231,La classe operaia va in paradiso,6.24,1971-09-17,The Working Class Goes to Heaven,7.9,274
452,631,Sunrise: A Song of Two Humans,9.762,1927-11-04,Sunrise: A Song of Two Humans,7.9,597
453,810693,劇場版 呪術廻戦 0,274.799,2021-12-24,Jujutsu Kaisen 0,7.9,199
454,45523,Louis C.K.: Hilarious,6.578,2010-01-26,Louis C.K.: Hilarious,7.9,215
455,3078,It Happened One Night,10.337,1934-02-22,It Happened One Night,7.9,920
456,16,Dancer in the Dark,13.308,2000-06-30,Dancer in the Dark,7.9,1415
457,579245,Hors Normes,8.523,2019-10-23,The Specials,7.9,714
458,379170,Sherlock: The Abominable Bride,28.222,2016-01-01,Sherlock: The Abominable Bride,7.9,2006
459,752,V for Vendetta,37.066,2006-02-23,V for Vendetta,7.9,12288
460,83564,La luna,8.378,2012-02-10,La luna,7.9,655
461,25538,一一,8.289,2000-09-20,Yi Yi,7.9,368
462,726684,"Miraculous World: Shanghai, la légende de Ladydragon",296.797,2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,7.9,449
463,949,Heat,40.549,1995-12-15,Heat,7.9,5562
464,404378,A Street Cat Named Bob,13.628,2016-11-04,A Street Cat Named Bob,7.9,1134
465,296096,Me Before You,116.01,2016-06-01,Me Before You,7.9,10206
466,210577,Gone Girl,64.364,2014-10-01,Gone Girl,7.9,15888
467,381341,Perfetti sconosciuti,12.86,2016-02-11,Perfect Strangers,7.9,3876
468,29455,Nattvardsgästerna,6.719,1963-02-11,Winter Light,7.9,317
469,22843,ヱヴァンゲリヲン新劇場版：破,31.136,2009-06-26,Evangelion: 2.0 You Can (Not) Advance,7.9,609
470,303867,World of Tomorrow,4.443,2015-01-22,World of Tomorrow,7.9,247
471,30588,Monsieur Verdoux,9.32,1947-09-26,Monsieur Verdoux,7.9,305
472,13398,東京ゴッドファーザーズ,11.935,2003-12-29,Tokyo Godfathers,7.9,837
473,11293,Paper Moon,6.984,1973-05-09,Paper Moon,7.9,511
474,348892,बजरंगी भाईजान,8.534,2015-07-17,Bajrangi Bhaijaan,7.9,358
475,391,Per un pugno di dollari,24.795,1964-01-18,A Fistful of Dollars,7.9,3297
476,602063,るろうに剣心 最終章 The Final,61.671,2021-04-23,Rurouni Kenshin: The Final,7.9,326
477,6715,The Cure,7.177,1995-04-21,The Cure,7.9,239
478,1675,La Nuit américaine,5.667,1973-05-24,Day for Night,7.9,477
479,1394,Ностальгия,7.859,1983-05-01,Nostalgia,7.9,384
480,20873,Бриллиантовая рука,8.017,1968-02-02,The Diamond Arm,7.9,210
481,827,Les Diaboliques,10.484,1955-01-29,Diabolique,7.9,712
482,438631,Dune,228.325,2021-09-15,Dune,7.9,7193
483,313369,La La Land,28.707,2016-11-29,La La Land,7.9,14350
484,593,Солярис,14.659,1972-03-20,Solaris,7.9,1216
485,275,Fargo,19.848,1996-03-08,Fargo,7.9,6429
486,505192,万引き家族,13.061,2018-06-02,Shoplifters,7.9,1569
487,266856,The Theory of Everything,27.803,2014-11-26,The Theory of Everything,7.9,9362
488,11036,The Notebook,78.494,2004-06-25,The Notebook,7.9,9592
489,16804,おくりびと,9.859,2008-09-13,Departures,7.9,629
490,393,Kill Bill: Vol. 2,28.494,2004-04-16,Kill Bill: Vol. 2,7.9,11778
491,445030,ノーゲーム・ノーライフ ゼロ,47.613,2017-07-15,No Game No Life: Zero,7.9,283
492,833,Umberto D.,6.375,1952-01-20,Umberto D.,7.9,508
493,597,Titanic,140.636,1997-11-18,Titanic,7.9,21145
494,398924,Un sac de billes,9.476,2017-01-18,A Bag of Marbles,7.9,718
495,86000,오직 그대만,9.03,2011-10-20,Always,7.9,219
496,430424,Au revoir là-haut,7.888,2017-10-25,See You Up There,7.9,1059
497,10997,霸王别姬,13.362,1993-01-01,Farewell My Concubine,7.9,378
498,235,Stand by Me,21.898,1986-08-08,Stand by Me,7.9,4604
499,293299,Feast,8.158,2014-10-25,Feast,7.9,753
500,11830,タンポポ,12.929,1985-11-23,Tampopo,7.9,229
501,677638,We Bare Bears: The Movie,88.101,2020-06-30,We Bare Bears: The Movie,7.9,721
502,23160,Werckmeister harmóniák,7.376,2000-07-12,Werckmeister Harmonies,7.9,230
503,11953,影武者,11.689,1980-04-26,Kagemusha,7.9,483
504,899405,Anónima,40.135,2021-12-10,Anonymously Yours,7.9,278
505,841755,Mortal Kombat Legends: Battle of the Realms,115.008,2021-08-30,Mortal Kombat Legends: Battle of the Realms,7.9,270
506,614917,King Richard,73.249,2021-11-18,King Richard,7.9,1373
507,152601,Her,29.961,2013-12-18,Her,7.9,12159
508,22596,Safety Last!,6.448,1923-04-01,Safety Last!,7.9,349
509,10757,कभी ख़ुशी कभी ग़म,16.192,2001-12-14,Kabhi Khushi Kabhie Gham,7.9,425
510,399174,Isle of Dogs,19.26,2018-03-23,Isle of Dogs,7.9,3911
511,180147,Nosotros los nobles,35.877,2013-03-28,We Are the Nobles,7.9,402
512,10774,Network,8.697,1976-11-14,Network,7.9,1302
513,579792,Cindy La Regia,12.7,2020-01-24,Cindy La Regia,7.9,220
514,2440,공동경비구역 JSA,12.297,2000-09-09,Joint Security Area,7.9,460
515,5544,Hiroshima mon amour,13.236,1959-06-10,Hiroshima Mon Amour,7.9,587
516,934,Du rififi chez les hommes,6.761,1955-04-13,Rififi,7.9,400
517,843241,劇場版 七つの大罪 光に呪われし者たち,582.938,2021-07-02,The Seven Deadly Sins: Cursed by Light,7.9,356
518,185789,Mulholland Dr.,7.819,1999-01-01,Mulholland Dr.,7.9,380
519,93,Anatomy of a Murder,8.704,1959-07-01,Anatomy of a Murder,7.9,722
520,546554,Knives Out,61.397,2019-11-27,Knives Out,7.9,8901
521,730840,Trollhunters: Rise of the Titans,77.229,2021-07-21,Trollhunters: Rise of the Titans,7.9,244
522,58129,Körkarlen,9.811,1921-01-01,The Phantom Carriage,7.9,220
523,5511,Le Samouraï,9.244,1967-10-25,Le Samouraï,7.9,751
524,581,Dances with Wolves,25.74,1990-03-30,Dances with Wolves,7.9,3383
525,1162,The Miracle Worker,7.797,1962-05-23,The Miracle Worker,7.9,222
526,705861,Hustle,1550.145,2022-06-03,Hustle,7.8,730
527,352173,दृश्यम्,6.988,2015-07-30,Drishyam,7.9,264
528,24238,Mary and Max,9.27,2009-02-09,Mary and Max,7.9,1548
529,5924,Papillon,15.934,1973-12-13,Papillon,7.9,1486
530,113833,The Normal Heart,9.381,2014-05-25,The Normal Heart,7.9,778
531,71157,Polisse,8.195,2011-10-06,Polisse,7.9,1005
532,31011,Mr. Nobody,20.204,2009-11-06,Mr. Nobody,7.9,5138
533,453,A Beautiful Mind,30.198,2001-12-11,A Beautiful Mind,7.9,8562
534,152742,La migliore offerta,7.824,2013-01-01,The Best Offer,7.9,2427
535,14574,The Boy in the Striped Pyjamas,51.509,2008-05-07,The Boy in the Striped Pyjamas,7.9,5880
536,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,8.14,2003-05-28,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.9,318
537,665,Ben-Hur,27.696,1959-11-18,Ben-Hur,7.9,2108
538,359156,Non essere cattivo,6.156,2015-09-08,Don't Be Bad,7.9,814
539,33320,千年女優,14.217,2001-09-14,Millennium Actress,7.9,558
540,1626,Vivre sa vie: film en douze tableaux,9.454,1962-08-28,Vivre Sa Vie,7.9,478
541,265195,Relatos salvajes,15.792,2014-08-21,Wild Tales,7.8,2670
542,810171,The Valet,573.584,2022-05-11,The Valet,7.9,222
543,59440,Warrior,78.692,2011-09-09,Warrior,7.8,3724
544,47931,Tropa de Elite 2,18.972,2010-10-08,Elite Squad: The Enemy Within,7.8,1453
545,20334,The Shop Around the Corner,9.364,1940-01-12,The Shop Around the Corner,7.8,388
546,115,The Big Lebowski,19.275,1998-03-06,The Big Lebowski,7.8,9369
547,31056,Krótki film o miłości,7.775,1988-01-01,A Short Film About Love,7.8,267
548,596,The Grapes of Wrath,12.225,1940-03-15,The Grapes of Wrath,7.8,730
549,24480,Partly Cloudy,12.862,2009-05-28,Partly Cloudy,7.8,854
550,144,Der Himmel über Berlin,9.756,1987-05-17,Wings of Desire,7.8,963
551,831223,Gone Mom: The Disappearance of Jennifer Dulos,120.302,2021-06-05,Gone Mom: The Disappearance of Jennifer Dulos,7.8,200
552,32480,Il marchese del Grillo,6.825,1981-12-23,The Marquis of Grillo,7.8,392
553,9479,The Nightmare Before Christmas,81.439,1993-10-09,The Nightmare Before Christmas,7.8,7545
554,6075,Carlito's Way,15.976,1993-11-10,Carlito's Way,7.8,2518
555,11602,Såsom i en spegel,8.19,1961-06-06,Through a Glass Darkly,7.8,372
556,317442,The Last: Naruto the Movie,220.805,2014-12-06,The Last: Naruto the Movie,7.8,1185
557,50759,秋刀魚の味,7.078,1962-11-18,An Autumn Afternoon,7.8,200
558,887,The Best Years of Our Lives,10.487,1946-12-25,The Best Years of Our Lives,7.8,468
559,354857,Regular Show: The Movie,30.468,2015-09-01,Regular Show: The Movie,7.8,271
560,200727,"Love, Rosie",57.495,2014-10-16,"Love, Rosie",7.8,5487
561,1018,Mulholland Drive,22.16,2001-06-06,Mulholland Drive,7.8,4932
562,980,The Ox-Bow Incident,7.179,1943-03-11,The Ox-Bow Incident,7.8,271
563,25253,Les Tontons flingueurs,6.828,1963-11-27,Crooks in Clover,7.8,405
564,16859,魔女の宅急便,40.026,1989-07-29,Kiki's Delivery Service,7.8,3044
565,777,La Grande Illusion,6.772,1937-06-04,Grand Illusion,7.8,500
566,113,봄 여름 가을 겨울 그리고 봄,16.375,2003-09-19,"Spring, Summer, Fall, Winter... and Spring",7.8,823
567,609242,El robo del siglo,29.752,2020-01-16,The Heist of the Century,7.8,625
568,11656,Jungfrukällan,10.363,1960-02-08,The Virgin Spring,7.8,450
569,502,Fail Safe,9.904,1964-10-07,Fail Safe,7.8,270
570,506574,Descendants 3,68.721,2019-08-02,Descendants 3,7.8,1231
571,503314,ドラゴンボール超スーパー ブロリー,151.041,2018-12-14,Dragon Ball Super: Broly,7.8,2283
572,136,Freaks,10.402,1932-02-12,Freaks,7.8,893
573,25606,Fantozzi,7.353,1975-03-27,White Collar Blues,7.8,704
574,17483,Shelter,10.779,2007-06-16,Shelter,7.8,406
575,613,Der Untergang,16.642,2004-09-16,Downfall,7.8,3024
576,656563,Ricos de Amor,12.525,2020-04-30,Rich in Love,7.8,525
577,335578,Under sandet,16.983,2015-12-03,Land of Mine,7.8,1179
578,446159,Bacurau,11.432,2019-08-29,Bacurau,7.8,858
579,5000,Jeux interdits,8.447,1952-05-09,Forbidden Games,7.8,232
580,89,Indiana Jones and the Last Crusade,40.467,1989-05-24,Indiana Jones and the Last Crusade,7.8,8196
581,12,Finding Nemo,133.821,2003-05-30,Finding Nemo,7.8,16490
582,805,Rosemary's Baby,17.206,1968-06-12,Rosemary's Baby,7.8,3112
583,5915,Into the Wild,15.764,2007-09-11,Into the Wild,7.8,8298
584,968,Dog Day Afternoon,12.93,1975-08-01,Dog Day Afternoon,7.8,2314
585,674,Harry Potter and the Goblet of Fire,220.925,2005-11-16,Harry Potter and the Goblet of Fire,7.8,17350
586,585,"Monsters, Inc.",199.069,2001-11-01,"Monsters, Inc.",7.8,15602
587,80,Before Sunset,13.979,2004-02-10,Before Sunset,7.8,2658
588,314365,Spotlight,13.396,2015-11-06,Spotlight,7.8,7207
589,15859,내 머리 속의 지우개,13.425,2004-11-05,A Moment to Remember,7.8,229
590,396,Who's Afraid of Virginia Woolf?,9.579,1966-06-22,Who's Afraid of Virginia Woolf?,7.8,617
591,428493,God's Own Country,17.92,2017-09-01,God's Own Country,7.8,721
592,826,The Bridge on the River Kwai,18.867,1957-10-11,The Bridge on the River Kwai,7.8,1589
593,573699,白蛇：缘起,64.096,2019-01-11,White Snake,7.8,310
594,1908,Inherit the Wind,8.641,1960-07-07,Inherit the Wind,7.8,304
595,393559,Ma vie de courgette,10.79,2016-10-12,My Life as a Zucchini,7.8,1063
596,10775,無間道,15.12,2002-12-12,Infernal Affairs,7.8,1205
